Anonymised Name,Data Centre Type (Derived),Cleansed Voltage Level,Datetime (Local),Overall Data Centre Half Hourly Utilisation
Data Centre #31,Enterprise,High Voltage Import,2024-01-30T06:00:00+00:00,3.62
Data Centre #6,Co-located,Extra-High Voltage Import,2024-01-30T06:00:00+00:00,5.63
Data Centre #78,Co-located,Low Voltage Import,2024-01-30T06:00:00+00:00,7.779999999999999
Data Centre #65,Co-located,Low Voltage Import,2024-01-30T06:00:00+00:00,2.4
Data Centre #2,Co-located,Extra-High Voltage Import,2024-01-30T06:00:00+00:00,4.16
Data Centre #5,Co-located,High Voltage Import,2024-01-30T06:00:00+00:00,19.66
Data Centre #29,Co-located,High Voltage Import,2024-01-30T06:00:00+00:00,20.330000000000002
Data Centre #49,Enterprise,High Voltage Import,2024-01-30T06:00:00+00:00,64.02
Data Centre #8,Enterprise,Extra-High Voltage Import,2024-01-30T06:00:00+00:00,0.18
Data Centre #71,Co-located,Low Voltage Import,2024-01-30T06:00:00+00:00,30.270000000000003
Data Centre #73,Co-located,Low Voltage Import,2024-01-30T06:00:00+00:00,3.83
Data Centre #17,Co-located,High Voltage Import,2024-01-30T06:00:00+00:00,20.96
Data Centre #15,Co-located,High Voltage Import,2024-01-30T06:00:00+00:00,0.0
Data Centre #24,Co-located,High Voltage Import,2024-01-30T06:00:00+00:00,18.11
Data Centre #23,Co-located,High Voltage Import,2024-01-30T06:00:00+00:00,23.27
Data Centre #54,Co-located,High Voltage Import,2024-01-30T06:00:00+00:00,0.12
Data Centre #10,Co-located,High Voltage Import,2024-01-30T06:00:00+00:00,11.18
Data Centre #70,Co-located,Low Voltage Import,2024-01-30T06:00:00+00:00,24.0
Data Centre #39,Co-located,High Voltage Import,2024-01-30T06:00:00+00:00,0.0
Data Centre #23,Co-located,High Voltage Import,2024-01-30T06:30:00+00:00,23.35
Data Centre #84,Co-located,Low Voltage Import,2024-01-30T06:30:00+00:00,10.8
Data Centre #55,Co-located,High Voltage Import,2024-01-30T06:30:00+00:00,29.65
Data Centre #4,Co-located,High Voltage Import,2024-01-30T06:30:00+00:00,3.95
Data Centre #11,Co-located,High Voltage Import,2024-01-30T06:30:00+00:00,0.48
Data Centre #70,Co-located,Low Voltage Import,2024-01-30T06:30:00+00:00,23.799999999999997
Data Centre #72,Co-located,Low Voltage Import,2024-01-30T06:30:00+00:00,56.75
Data Centre #31,Enterprise,High Voltage Import,2024-01-30T06:30:00+00:00,4.06
Data Centre #11,Co-located,High Voltage Import,2024-01-30T06:30:00+00:00,29.830000000000002
Data Centre #1,Enterprise,Extra-High Voltage Import,2024-01-30T06:30:00+00:00,2.13
Data Centre #10,Co-located,High Voltage Import,2024-01-30T06:30:00+00:00,11.129999999999999
Data Centre #20,Enterprise,High Voltage Import,2024-01-30T06:30:00+00:00,18.44
Data Centre #71,Co-located,Low Voltage Import,2024-01-30T06:30:00+00:00,30.18
Data Centre #32,Co-located,High Voltage Import,2024-01-30T06:30:00+00:00,56.98
Data Centre #37,Co-located,High Voltage Import,2024-01-30T06:30:00+00:00,0.0
Data Centre #35,Enterprise,High Voltage Import,2024-01-30T06:30:00+00:00,2.9000000000000004
Data Centre #76,Co-located,Low Voltage Import,2024-01-30T06:30:00+00:00,20.8
Data Centre #49,Enterprise,High Voltage Import,2024-01-30T06:30:00+00:00,63.92
Data Centre #78,Co-located,Low Voltage Import,2024-01-30T06:30:00+00:00,7.89
Data Centre #66,Co-located,High Voltage Import,2024-01-30T06:30:00+00:00,25.1
Data Centre #26,Co-located,High Voltage Import,2024-01-30T06:30:00+00:00,40.26
Data Centre #52,Co-located,High Voltage Import,2024-01-30T06:30:00+00:00,2.16
Data Centre #8,Enterprise,Extra-High Voltage Import,2024-01-30T06:30:00+00:00,0.18
Data Centre #7,Co-located,Extra-High Voltage Import,2024-01-30T06:30:00+00:00,34.74
Data Centre #59,Enterprise,High Voltage Import,2024-01-30T06:30:00+00:00,46.56
Data Centre #41,Co-located,High Voltage Import,2024-01-30T06:30:00+00:00,0.0
Data Centre #44,Co-located,High Voltage Import,2024-01-30T06:30:00+00:00,28.67
Data Centre #69,Co-located,High Voltage Import,2024-01-30T06:30:00+00:00,68.26
Data Centre #39,Co-located,High Voltage Import,2024-01-30T07:00:00+00:00,0.0
Data Centre #10,Co-located,High Voltage Import,2024-01-30T07:00:00+00:00,11.16
Data Centre #21,Co-located,High Voltage Import,2024-01-30T07:00:00+00:00,16.37
Data Centre #7,Co-located,Extra-High Voltage Import,2024-01-30T07:00:00+00:00,34.86
Data Centre #44,Co-located,High Voltage Import,2024-01-30T07:00:00+00:00,29.020000000000003
Data Centre #66,Co-located,High Voltage Import,2024-01-30T07:00:00+00:00,26.1
Data Centre #18,Co-located,Extra-High Voltage Import,2024-01-30T07:00:00+00:00,28.03
Data Centre #38,Co-located,High Voltage Import,2024-01-30T07:00:00+00:00,0.0
Data Centre #11,Co-located,High Voltage Import,2024-01-30T07:00:00+00:00,0.49
Data Centre #4,Co-located,High Voltage Import,2024-01-30T07:00:00+00:00,14.08
Data Centre #72,Co-located,Low Voltage Import,2024-01-30T07:00:00+00:00,57.199999999999996
Data Centre #67,Co-located,High Voltage Import,2024-01-30T07:00:00+00:00,29.68
Data Centre #75,Co-located,Low Voltage Import,2024-01-30T07:00:00+00:00,40.73
Data Centre #13,Enterprise,High Voltage Import,2024-01-30T07:00:00+00:00,20.32
Data Centre #53,Co-located,High Voltage Import,2024-01-30T07:00:00+00:00,38.36
Data Centre #23,Co-located,High Voltage Import,2024-01-30T07:00:00+00:00,23.52
Data Centre #25,Co-located,High Voltage Import,2024-01-30T07:00:00+00:00,2.21
Data Centre #43,Co-located,High Voltage Import,2024-01-30T07:00:00+00:00,24.59
Data Centre #5,Co-located,High Voltage Import,2024-01-30T07:00:00+00:00,19.62
Data Centre #41,Co-located,High Voltage Import,2024-01-30T07:00:00+00:00,0.0
Data Centre #46,Co-located,High Voltage Import,2024-01-30T07:00:00+00:00,12.46
Data Centre #68,Co-located,Low Voltage Import,2024-01-30T07:00:00+00:00,30.2
Data Centre #17,Co-located,High Voltage Import,2024-01-30T07:00:00+00:00,21.0
Data Centre #29,Co-located,High Voltage Import,2024-01-30T07:00:00+00:00,8.4
Data Centre #58,Co-located,High Voltage Import,2024-01-30T07:00:00+00:00,13.13
Data Centre #20,Enterprise,High Voltage Import,2024-01-30T07:00:00+00:00,19.7
Data Centre #37,Co-located,High Voltage Import,2024-01-30T07:00:00+00:00,0.0
Data Centre #45,Co-located,High Voltage Import,2024-01-30T07:00:00+00:00,30.28
Data Centre #48,Co-located,High Voltage Import,2024-01-30T07:00:00+00:00,5.0200000000000005
Data Centre #14,Enterprise,High Voltage Import,2024-01-30T07:00:00+00:00,35.43
Data Centre #15,Co-located,High Voltage Import,2024-01-30T07:00:00+00:00,0.0
Data Centre #35,Enterprise,High Voltage Import,2024-01-30T07:30:00+00:00,2.92
Data Centre #47,Co-located,High Voltage Import,2024-01-30T07:30:00+00:00,12.97
Data Centre #7,Co-located,Extra-High Voltage Import,2024-01-30T07:30:00+00:00,34.98
Data Centre #22,Co-located,High Voltage Import,2024-01-30T07:30:00+00:00,35.99
Data Centre #15,Co-located,High Voltage Import,2024-01-30T07:30:00+00:00,30.43
Data Centre #67,Co-located,High Voltage Import,2024-01-30T07:30:00+00:00,28.52
Data Centre #80,Co-located,Low Voltage Import,2024-01-30T07:30:00+00:00,16.88
Data Centre #48,Co-located,High Voltage Import,2024-01-30T07:30:00+00:00,13.0
Data Centre #30,Co-located,High Voltage Import,2024-01-30T07:30:00+00:00,32.9
Data Centre #77,Enterprise,Low Voltage Import,2024-01-30T07:30:00+00:00,17.68
Data Centre #69,Co-located,High Voltage Import,2024-01-30T07:30:00+00:00,67.54
Data Centre #60,Co-located,High Voltage Import,2024-01-30T07:30:00+00:00,30.28
Data Centre #73,Co-located,Low Voltage Import,2024-01-30T07:30:00+00:00,3.9
Data Centre #12,Co-located,High Voltage Import,2024-01-30T07:30:00+00:00,53.98
Data Centre #53,Co-located,High Voltage Import,2024-01-30T07:30:00+00:00,38.31
Data Centre #17,Co-located,High Voltage Import,2024-01-30T07:30:00+00:00,14.08
Data Centre #61,Co-located,High Voltage Import,2024-01-30T07:30:00+00:00,6.08
Data Centre #41,Co-located,High Voltage Import,2024-01-30T07:30:00+00:00,0.0
Data Centre #46,Co-located,High Voltage Import,2024-01-30T07:30:00+00:00,12.78
Data Centre #21,Co-located,High Voltage Import,2024-01-30T07:30:00+00:00,16.41
Data Centre #57,Co-located,High Voltage Import,2024-01-30T07:30:00+00:00,65.92
Data Centre #37,Co-located,High Voltage Import,2024-01-30T07:30:00+00:00,0.0
Data Centre #39,Co-located,High Voltage Import,2024-01-30T07:30:00+00:00,0.0
Data Centre #74,Enterprise,Low Voltage Import,2024-01-30T07:30:00+00:00,3.2
Data Centre #24,Co-located,High Voltage Import,2024-01-30T07:30:00+00:00,18.43
Data Centre #23,Co-located,High Voltage Import,2024-01-30T07:30:00+00:00,23.36
Data Centre #15,Co-located,High Voltage Import,2024-01-30T07:30:00+00:00,0.0
Data Centre #50,Co-located,High Voltage Import,2024-01-30T07:30:00+00:00,18.27
Data Centre #51,Co-located,High Voltage Import,2024-01-30T07:30:00+00:00,1.76
Data Centre #64,Enterprise,Low Voltage Import,2024-01-30T07:30:00+00:00,14.08
Data Centre #76,Co-located,Low Voltage Import,2024-01-30T07:30:00+00:00,20.669999999999998
Data Centre #17,Co-located,High Voltage Import,2024-01-30T08:00:00+00:00,21.04
Data Centre #38,Co-located,High Voltage Import,2024-01-30T08:00:00+00:00,0.0
Data Centre #68,Co-located,Low Voltage Import,2024-01-30T08:00:00+00:00,29.78
Data Centre #62,Co-located,High Voltage Import,2024-01-30T08:00:00+00:00,30.98
Data Centre #21,Co-located,High Voltage Import,2024-01-30T08:00:00+00:00,16.34
Data Centre #27,Enterprise,High Voltage Import,2024-01-30T08:00:00+00:00,43.62
Data Centre #64,Enterprise,Low Voltage Import,2024-01-30T08:00:00+00:00,13.98
Data Centre #20,Enterprise,High Voltage Import,2024-01-30T08:00:00+00:00,19.32
Data Centre #10,Co-located,High Voltage Import,2024-01-30T08:00:00+00:00,0.47000000000000003
Data Centre #76,Co-located,Low Voltage Import,2024-01-30T08:00:00+00:00,20.8
Data Centre #26,Co-located,High Voltage Import,2024-01-30T08:00:00+00:00,39.68
Data Centre #52,Co-located,High Voltage Import,2024-01-30T08:00:00+00:00,2.15
Data Centre #53,Co-located,High Voltage Import,2024-01-30T08:00:00+00:00,38.49
Data Centre #16,Co-located,Extra-High Voltage Import,2024-01-30T08:00:00+00:00,0.0
Data Centre #4,Co-located,High Voltage Import,2024-01-30T08:00:00+00:00,3.9800000000000004
Data Centre #7,Co-located,Extra-High Voltage Import,2024-01-30T08:00:00+00:00,35.14
Data Centre #11,Co-located,High Voltage Import,2024-01-30T08:00:00+00:00,29.89
Data Centre #34,Co-located,High Voltage Import,2024-01-30T08:00:00+00:00,21.16
Data Centre #47,Co-located,High Voltage Import,2024-01-30T08:00:00+00:00,13.05
Data Centre #24,Co-located,High Voltage Import,2024-01-30T08:00:00+00:00,18.69
Data Centre #23,Co-located,High Voltage Import,2024-01-30T08:00:00+00:00,23.400000000000002
Data Centre #65,Co-located,Low Voltage Import,2024-01-30T08:00:00+00:00,3.1
Data Centre #46,Co-located,High Voltage Import,2024-01-30T08:00:00+00:00,12.98
Data Centre #61,Co-located,High Voltage Import,2024-01-30T08:30:00+00:00,6.23
Data Centre #23,Co-located,High Voltage Import,2024-01-30T08:30:00+00:00,23.630000000000003
Data Centre #10,Co-located,High Voltage Import,2024-01-30T08:30:00+00:00,11.21
Data Centre #11,Co-located,High Voltage Import,2024-01-30T08:30:00+00:00,29.830000000000002
Data Centre #36,Enterprise,High Voltage Import,2024-01-30T08:30:00+00:00,26.57
Data Centre #32,Co-located,High Voltage Import,2024-01-30T08:30:00+00:00,57.3
Data Centre #78,Co-located,Low Voltage Import,2024-01-30T08:30:00+00:00,7.89
Data Centre #6,Co-located,Extra-High Voltage Import,2024-01-30T08:30:00+00:00,5.63
Data Centre #63,Co-located,High Voltage Import,2024-01-30T08:30:00+00:00,7.580000000000001
Data Centre #12,Co-located,High Voltage Import,2024-01-30T08:30:00+00:00,54.58
Data Centre #49,Enterprise,High Voltage Import,2024-01-30T08:30:00+00:00,64.4
Data Centre #27,Enterprise,High Voltage Import,2024-01-30T08:30:00+00:00,43.6
Data Centre #65,Co-located,Low Voltage Import,2024-01-30T08:30:00+00:00,3.2199999999999998
Data Centre #7,Co-located,Extra-High Voltage Import,2024-01-30T08:30:00+00:00,35.14
Data Centre #15,Co-located,High Voltage Import,2024-01-30T08:30:00+00:00,0.0
Data Centre #51,Co-located,High Voltage Import,2024-01-30T08:30:00+00:00,1.77
Data Centre #76,Co-located,Low Voltage Import,2024-01-30T08:30:00+00:00,20.669999999999998
Data Centre #22,Co-located,High Voltage Import,2024-01-30T08:30:00+00:00,36.36
Data Centre #19,Enterprise,Extra-High Voltage Import,2024-01-30T08:30:00+00:00,21.98
Data Centre #29,Co-located,High Voltage Import,2024-01-30T08:30:00+00:00,8.4
Data Centre #29,Co-located,High Voltage Import,2024-01-30T08:30:00+00:00,20.45
Data Centre #5,Co-located,High Voltage Import,2024-01-30T08:30:00+00:00,19.77
Data Centre #68,Co-located,Low Voltage Import,2024-01-30T08:30:00+00:00,30.06
Data Centre #75,Co-located,Low Voltage Import,2024-01-30T08:30:00+00:00,40.47
Data Centre #80,Co-located,Low Voltage Import,2024-01-30T08:30:00+00:00,16.75
Data Centre #4,Co-located,High Voltage Import,2024-01-30T08:30:00+00:00,3.9899999999999998
Data Centre #64,Enterprise,Low Voltage Import,2024-01-30T09:00:00+00:00,13.420000000000002
Data Centre #44,Co-located,High Voltage Import,2024-01-30T09:00:00+00:00,28.9
Data Centre #20,Enterprise,High Voltage Import,2024-01-30T09:00:00+00:00,18.66
Data Centre #5,Co-located,High Voltage Import,2024-01-30T09:00:00+00:00,19.84
Data Centre #65,Co-located,Low Voltage Import,2024-01-30T09:00:00+00:00,3.18
Data Centre #13,Enterprise,High Voltage Import,2024-01-30T09:00:00+00:00,20.330000000000002
Data Centre #23,Co-located,High Voltage Import,2024-01-30T09:00:00+00:00,23.74
Data Centre #28,Co-located,High Voltage Import,2024-01-30T09:00:00+00:00,7.380000000000001
Data Centre #35,Enterprise,High Voltage Import,2024-01-30T09:00:00+00:00,3.04
Data Centre #72,Co-located,Low Voltage Import,2024-01-30T09:00:00+00:00,57.45
Data Centre #11,Co-located,High Voltage Import,2024-01-30T09:00:00+00:00,29.94
Data Centre #18,Co-located,Extra-High Voltage Import,2024-01-30T09:00:00+00:00,28.98
Data Centre #73,Co-located,Low Voltage Import,2024-01-30T09:00:00+00:00,3.6999999999999997
Data Centre #81,Co-located,Low Voltage Import,2024-01-30T09:00:00+00:00,41.57
Data Centre #25,Co-located,High Voltage Import,2024-01-30T09:00:00+00:00,2.2399999999999998
Data Centre #21,Co-located,High Voltage Import,2024-01-30T09:00:00+00:00,16.37
Data Centre #50,Co-located,High Voltage Import,2024-01-30T09:00:00+00:00,18.08
Data Centre #22,Co-located,High Voltage Import,2024-01-30T09:00:00+00:00,36.41
Data Centre #40,Co-located,High Voltage Import,2024-01-30T09:00:00+00:00,0.0
Data Centre #45,Co-located,High Voltage Import,2024-01-30T09:00:00+00:00,30.630000000000003
Data Centre #15,Co-located,High Voltage Import,2024-01-30T09:00:00+00:00,0.0
Data Centre #46,Co-located,High Voltage Import,2024-01-30T09:00:00+00:00,13.05
Data Centre #29,Co-located,High Voltage Import,2024-01-30T09:00:00+00:00,20.49
Data Centre #3,Co-located,Extra-High Voltage Import,2024-01-30T09:00:00+00:00,26.479999999999997
Data Centre #57,Co-located,High Voltage Import,2024-01-30T09:00:00+00:00,70.06
Data Centre #6,Co-located,Extra-High Voltage Import,2024-01-30T09:00:00+00:00,5.680000000000001
Data Centre #49,Enterprise,High Voltage Import,2024-01-30T09:00:00+00:00,64.48
Data Centre #77,Enterprise,Low Voltage Import,2024-01-30T09:00:00+00:00,16.8
Data Centre #62,Co-located,High Voltage Import,2024-01-30T09:00:00+00:00,30.72
Data Centre #24,Co-located,High Voltage Import,2024-01-30T09:00:00+00:00,18.89
Data Centre #48,Co-located,High Voltage Import,2024-01-30T09:00:00+00:00,13.38
Data Centre #84,Co-located,Low Voltage Import,2024-01-30T09:00:00+00:00,10.8
Data Centre #14,Enterprise,High Voltage Import,2024-01-30T09:00:00+00:00,35.709999999999994
Data Centre #71,Co-located,Low Voltage Import,2024-01-30T09:00:00+00:00,30.270000000000003
Data Centre #47,Co-located,High Voltage Import,2024-01-30T09:00:00+00:00,13.120000000000001
Data Centre #32,Co-located,High Voltage Import,2024-01-30T09:00:00+00:00,57.379999999999995
Data Centre #61,Co-located,High Voltage Import,2024-01-30T09:00:00+00:00,6.15
Data Centre #69,Co-located,High Voltage Import,2024-01-30T09:00:00+00:00,68.7
Data Centre #9,Co-located,Extra-High Voltage Import,2024-01-30T09:00:00+00:00,0.0
Data Centre #61,Co-located,High Voltage Import,2024-01-30T09:30:00+00:00,6.08
Data Centre #13,Enterprise,High Voltage Import,2024-01-30T09:30:00+00:00,20.96
Data Centre #31,Enterprise,High Voltage Import,2024-01-30T09:30:00+00:00,3.6999999999999997
Data Centre #6,Co-located,Extra-High Voltage Import,2024-01-30T09:30:00+00:00,5.779999999999999
Data Centre #9,Co-located,Extra-High Voltage Import,2024-01-30T09:30:00+00:00,0.0
Data Centre #10,Co-located,High Voltage Import,2024-01-30T09:30:00+00:00,0.48
Data Centre #62,Co-located,High Voltage Import,2024-01-30T09:30:00+00:00,30.819999999999997
Data Centre #76,Co-located,Low Voltage Import,2024-01-30T09:30:00+00:00,20.87
Data Centre #1,Enterprise,Extra-High Voltage Import,2024-01-30T09:30:00+00:00,2.06
Data Centre #15,Co-located,High Voltage Import,2024-01-30T09:30:00+00:00,30.56
Data Centre #5,Co-located,High Voltage Import,2024-01-30T09:30:00+00:00,19.75
Data Centre #18,Co-located,Extra-High Voltage Import,2024-01-30T09:30:00+00:00,29.080000000000002
Data Centre #54,Co-located,High Voltage Import,2024-01-30T09:30:00+00:00,0.13999999999999999
Data Centre #19,Enterprise,Extra-High Voltage Import,2024-01-30T09:30:00+00:00,21.98
Data Centre #75,Co-located,Low Voltage Import,2024-01-30T09:30:00+00:00,40.93
Data Centre #47,Co-located,High Voltage Import,2024-01-30T09:30:00+00:00,13.05
Data Centre #77,Enterprise,Low Voltage Import,2024-01-30T09:30:00+00:00,18.32
Data Centre #69,Co-located,High Voltage Import,2024-01-30T09:30:00+00:00,69.0
Data Centre #11,Co-located,High Voltage Import,2024-01-30T09:30:00+00:00,30.03
Data Centre #64,Enterprise,Low Voltage Import,2024-01-30T09:30:00+00:00,14.04
Data Centre #3,Co-located,Extra-High Voltage Import,2024-01-30T09:30:00+00:00,26.41
Data Centre #27,Enterprise,High Voltage Import,2024-01-30T09:30:00+00:00,43.85
Data Centre #15,Co-located,High Voltage Import,2024-01-30T09:30:00+00:00,0.0
Data Centre #2,Co-located,Extra-High Voltage Import,2024-01-30T09:30:00+00:00,4.47
Data Centre #7,Co-located,Extra-High Voltage Import,2024-01-30T09:30:00+00:00,35.17
Data Centre #41,Co-located,High Voltage Import,2024-01-30T09:30:00+00:00,0.0
Data Centre #55,Co-located,High Voltage Import,2024-01-30T10:00:00+00:00,33.08
Data Centre #73,Co-located,Low Voltage Import,2024-01-30T10:00:00+00:00,3.73
Data Centre #11,Co-located,High Voltage Import,2024-01-30T10:00:00+00:00,29.880000000000003
Data Centre #10,Co-located,High Voltage Import,2024-01-30T10:00:00+00:00,0.48
Data Centre #51,Co-located,High Voltage Import,2024-01-30T10:00:00+00:00,1.73
Data Centre #80,Co-located,Low Voltage Import,2024-01-30T10:00:00+00:00,17.130000000000003
Data Centre #8,Enterprise,Extra-High Voltage Import,2024-01-30T10:00:00+00:00,0.16999999999999998
Data Centre #48,Co-located,High Voltage Import,2024-01-30T10:00:00+00:00,13.44
Data Centre #42,Co-located,High Voltage Import,2024-01-30T10:00:00+00:00,18.85
Data Centre #78,Co-located,Low Voltage Import,2024-01-30T10:00:00+00:00,7.779999999999999
Data Centre #33,Co-located,High Voltage Import,2024-01-30T10:00:00+00:00,24.759999999999998
Data Centre #29,Co-located,High Voltage Import,2024-01-30T10:00:00+00:00,8.63
Data Centre #66,Co-located,High Voltage Import,2024-01-30T10:00:00+00:00,26.3
Data Centre #17,Co-located,High Voltage Import,2024-01-30T10:00:00+00:00,21.2
Data Centre #71,Co-located,Low Voltage Import,2024-01-30T10:00:00+00:00,30.44
Data Centre #11,Co-located,High Voltage Import,2024-01-30T10:00:00+00:00,0.47000000000000003
Data Centre #1,Enterprise,Extra-High Voltage Import,2024-01-30T10:00:00+00:00,2.01
Data Centre #81,Co-located,Low Voltage Import,2024-01-30T10:00:00+00:00,40.86
Data Centre #46,Co-located,High Voltage Import,2024-01-30T10:00:00+00:00,13.089999999999998
Data Centre #77,Enterprise,Low Voltage Import,2024-01-30T10:00:00+00:00,16.88
Data Centre #43,Co-located,High Voltage Import,2024-01-30T10:00:00+00:00,24.48
Data Centre #48,Co-located,High Voltage Import,2024-01-30T10:00:00+00:00,4.73
Data Centre #58,Co-located,High Voltage Import,2024-01-30T10:00:00+00:00,13.38
Data Centre #41,Co-located,High Voltage Import,2024-01-30T10:00:00+00:00,0.0
Data Centre #54,Co-located,High Voltage Import,2024-01-30T10:00:00+00:00,0.13999999999999999
Data Centre #9,Co-located,Extra-High Voltage Import,2024-01-30T10:00:00+00:00,0.0
Data Centre #17,Co-located,High Voltage Import,2024-01-30T10:00:00+00:00,14.16
Data Centre #61,Co-located,High Voltage Import,2024-01-30T10:00:00+00:00,6.15
Data Centre #21,Co-located,High Voltage Import,2024-01-30T10:00:00+00:00,16.82
Data Centre #34,Co-located,High Voltage Import,2024-01-30T10:00:00+00:00,21.32
Data Centre #8,Enterprise,Extra-High Voltage Import,2024-01-30T10:30:00+00:00,0.18
Data Centre #84,Co-located,Low Voltage Import,2024-01-30T10:30:00+00:00,10.8
Data Centre #33,Co-located,High Voltage Import,2024-01-30T10:30:00+00:00,25.119999999999997
Data Centre #36,Enterprise,High Voltage Import,2024-01-30T10:30:00+00:00,26.88
Data Centre #43,Co-located,High Voltage Import,2024-01-30T10:30:00+00:00,24.55
Data Centre #70,Co-located,Low Voltage Import,2024-01-30T10:30:00+00:00,24.6
Data Centre #81,Co-located,Low Voltage Import,2024-01-30T10:30:00+00:00,40.86
Data Centre #79,Co-located,Low Voltage Import,2024-01-30T10:30:00+00:00,7.199999999999999
Data Centre #29,Co-located,High Voltage Import,2024-01-30T10:30:00+00:00,20.48
Data Centre #26,Co-located,High Voltage Import,2024-01-30T10:30:00+00:00,40.99
Data Centre #54,Co-located,High Voltage Import,2024-01-30T10:30:00+00:00,0.13999999999999999
Data Centre #46,Co-located,High Voltage Import,2024-01-30T10:30:00+00:00,13.170000000000002
Data Centre #64,Enterprise,Low Voltage Import,2024-01-30T10:30:00+00:00,13.88
Data Centre #15,Co-located,High Voltage Import,2024-01-30T10:30:00+00:00,0.0
Data Centre #24,Co-located,High Voltage Import,2024-01-30T10:30:00+00:00,18.87
Data Centre #62,Co-located,High Voltage Import,2024-01-30T10:30:00+00:00,31.080000000000002
Data Centre #34,Co-located,High Voltage Import,2024-01-30T10:30:00+00:00,22.040000000000003
Data Centre #17,Co-located,High Voltage Import,2024-01-30T10:30:00+00:00,14.2
Data Centre #11,Co-located,High Voltage Import,2024-01-30T10:30:00+00:00,0.44
Data Centre #51,Co-located,High Voltage Import,2024-01-30T10:30:00+00:00,1.55
Data Centre #4,Co-located,High Voltage Import,2024-01-30T10:30:00+00:00,14.330000000000002
Data Centre #20,Enterprise,High Voltage Import,2024-01-30T10:30:00+00:00,19.12
Data Centre #3,Co-located,Extra-High Voltage Import,2024-01-30T10:30:00+00:00,26.5
Data Centre #6,Co-located,Extra-High Voltage Import,2024-01-30T10:30:00+00:00,5.84
Data Centre #41,Co-located,High Voltage Import,2024-01-30T10:30:00+00:00,0.0
Data Centre #49,Enterprise,High Voltage Import,2024-01-30T10:30:00+00:00,64.94
Data Centre #19,Enterprise,Extra-High Voltage Import,2024-01-30T10:30:00+00:00,22.11
Data Centre #78,Co-located,Low Voltage Import,2024-01-30T10:30:00+00:00,7.89
Data Centre #11,Co-located,High Voltage Import,2024-01-30T10:30:00+00:00,30.17
Data Centre #16,Co-located,Extra-High Voltage Import,2024-01-30T10:30:00+00:00,0.0
Data Centre #73,Co-located,Low Voltage Import,2024-01-30T10:30:00+00:00,3.93
Data Centre #58,Co-located,High Voltage Import,2024-01-30T10:30:00+00:00,12.879999999999999
Data Centre #2,Co-located,Extra-High Voltage Import,2024-01-30T10:30:00+00:00,4.47
Data Centre #10,Co-located,High Voltage Import,2024-01-30T10:30:00+00:00,11.29
Data Centre #34,Co-located,High Voltage Import,2024-01-30T11:00:00+00:00,21.68
Data Centre #38,Co-located,High Voltage Import,2024-01-30T11:00:00+00:00,0.0
Data Centre #68,Co-located,Low Voltage Import,2024-01-30T11:00:00+00:00,30.680000000000003
Data Centre #4,Co-located,High Voltage Import,2024-01-30T11:00:00+00:00,14.41
Data Centre #81,Co-located,Low Voltage Import,2024-01-30T11:00:00+00:00,40.43
Data Centre #30,Co-located,High Voltage Import,2024-01-30T11:00:00+00:00,32.58
Data Centre #65,Co-located,Low Voltage Import,2024-01-30T11:00:00+00:00,2.54
Data Centre #35,Enterprise,High Voltage Import,2024-01-30T11:00:00+00:00,3.09
Data Centre #11,Co-located,High Voltage Import,2024-01-30T11:00:00+00:00,30.11
Data Centre #18,Co-located,Extra-High Voltage Import,2024-01-30T11:00:00+00:00,29.17
Data Centre #70,Co-located,Low Voltage Import,2024-01-30T11:00:00+00:00,25.4
Data Centre #17,Co-located,High Voltage Import,2024-01-30T11:00:00+00:00,21.32
Data Centre #19,Enterprise,Extra-High Voltage Import,2024-01-30T11:00:00+00:00,22.09
Data Centre #39,Co-located,High Voltage Import,2024-01-30T11:00:00+00:00,0.0
Data Centre #54,Co-located,High Voltage Import,2024-01-30T11:00:00+00:00,0.13999999999999999
Data Centre #11,Co-located,High Voltage Import,2024-01-30T11:00:00+00:00,0.38
Data Centre #13,Enterprise,High Voltage Import,2024-01-30T11:00:00+00:00,20.43
Data Centre #78,Co-located,Low Voltage Import,2024-01-30T11:00:00+00:00,8.0
Data Centre #8,Enterprise,Extra-High Voltage Import,2024-01-30T11:00:00+00:00,0.16999999999999998
Data Centre #76,Co-located,Low Voltage Import,2024-01-30T11:00:00+00:00,20.53
Data Centre #6,Co-located,Extra-High Voltage Import,2024-01-30T11:00:00+00:00,5.800000000000001
Data Centre #46,Co-located,High Voltage Import,2024-01-30T11:00:00+00:00,13.43
Data Centre #62,Co-located,High Voltage Import,2024-01-30T11:00:00+00:00,30.630000000000003
Data Centre #32,Co-located,High Voltage Import,2024-01-30T11:00:00+00:00,57.8
Data Centre #84,Co-located,Low Voltage Import,2024-01-30T11:00:00+00:00,11.0
Data Centre #16,Co-located,Extra-High Voltage Import,2024-01-30T11:00:00+00:00,0.0
Data Centre #3,Co-located,Extra-High Voltage Import,2024-01-30T11:00:00+00:00,26.590000000000003
Data Centre #4,Co-located,High Voltage Import,2024-01-30T11:00:00+00:00,4.09
Data Centre #69,Co-located,High Voltage Import,2024-01-30T11:00:00+00:00,69.16
Data Centre #9,Co-located,Extra-High Voltage Import,2024-01-30T11:00:00+00:00,0.0
Data Centre #26,Co-located,High Voltage Import,2024-01-30T11:30:00+00:00,41.199999999999996
Data Centre #38,Co-located,High Voltage Import,2024-01-30T11:30:00+00:00,0.0
